Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,home,game_id
Dan Burn,33.0,eng ENG,CB,33-127,90,2,0,1,0,1,0,0,,0,0,0,0,1,3,3,0,True,-3951431971241193970
Fabian Schär,5.0,ch SUI,CB,33-267,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,9,0,True,-3951431971241193970
Kieran Trippier,2.0,eng ENG,RB,34-359,90,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,1,0,True,-3951431971241193970
Nick Pope,1.0,eng ENG,GK,33-147,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-3951431971241193970
Hwang Hee-chan,11.0,kr KOR,FW,29-230,76,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-3951431971241193970
Fer López,28.0,es ESP,FW,21-112,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-3951431971241193970
Tolu Arokodare,14.0,ng NGA,FW,24-294,65,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,False,-3951431971241193970
Jhon Arias,10.0,co COL,FW,27-357,25,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,False,-3951431971241193970
Ladislav Krejčí,37.0,cz CZE,"CM,CB",26-146,90,1,1,0,0,1,1,1,100.0,0,2,0,2,0,1,3,0,False,-3951431971241193970
João Gomes,8.0,br BRA,CM,24-213,90,3,2,1,2,0,3,5,60.0,2,0,0,0,2,5,6,0,False,-3951431971241193970
André,7.0,br BRA,CM,24-059,65,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,False,-3951431971241193970
Marshall Munetsi,5.0,zw ZIM,CM,29-083,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-3951431971241193970
Rodrigo Gomes,21.0,pt POR,WB,22-068,76,2,1,0,2,0,0,1,0.0,1,0,0,0,2,4,3,0,False,-3951431971241193970
Jackson Tchatchoua,38.0,cm CMR,WB,23-364,14,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,-3951431971241193970
Hugo Bueno,3.0,es ESP,WB,22-360,90,6,2,4,2,0,4,6,66.7,2,0,0,0,1,7,5,0,False,-3951431971241193970
Toti Gomes,24.0,pt POR,CB,26-240,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,False,-3951431971241193970
Yerson Mosquera,15.0,co COL,CB,24-134,65,1,0,1,0,0,0,0,,0,2,1,1,3,4,1,0,False,-3951431971241193970
Jean-Ricner Bellegarde,27.0,ht HAI,CM,27-078,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,-3951431971241193970
Emmanuel Agbadou,12.0,ci CIV,CB,28-088,90,2,1,1,1,0,1,1,100.0,0,5,4,1,2,4,7,0,False,-3951431971241193970
Sam Johnstone,31.0,eng ENG,GK,32-172,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,False,-3951431971241193970
Jean-Philippe Mateta,14.0,fr FRA,FW,28-077,90,0,0,0,0,0,0,0,,0,2,0,2,2,2,3,0,True,-9061353557171007657
Daichi Kamada,18.0,jp JPN,"AM,CM",29-039,90,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,1,0,True,-9061353557171007657
Yeremi Pino,10.0,es ESP,AM,22-328,83,1,0,1,0,0,1,4,25.0,3,3,0,3,0,1,0,0,True,-9061353557171007657
Christantus Uche,12.0,ng NGA,AM,22-117,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-9061353557171007657
Jefferson Lerma,8.0,co COL,CM,30-323,68,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,1,0,True,-9061353557171007657
Justin Devenny,55.0,nir NIR,AM,21-337,22,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,True,-9061353557171007657
Will Hughes,19.0,eng ENG,CM,30-149,90,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0,True,-9061353557171007657
Tyrick Mitchell,3.0,eng ENG,WB,26-012,90,2,2,0,2,0,2,2,100.0,0,2,1,1,1,3,4,1,True,-9061353557171007657
Daniel Muñoz,2.0,co COL,WB,29-110,90,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,3,0,True,-9061353557171007657
Marc Guéhi,6.0,eng ENG,CB,25-062,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,True,-9061353557171007657
Maxence Lacroix,5.0,fr FRA,CB,25-160,90,1,1,1,0,0,0,0,,0,1,1,0,1,2,3,0,True,-9061353557171007657
Chris Richards,26.0,us USA,CB,25-169,90,1,0,1,0,0,1,3,33.3,2,2,0,2,0,1,4,0,True,-9061353557171007657
Dean Henderson,1.0,eng ENG,GK,28-185,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-9061353557171007657
Wilson Isidor,18.0,fr FRA,"FW,LW",25-017,89,1,1,0,0,1,0,0,,0,1,1,0,0,1,0,0,False,-9061353557171007657
Chris Rigg,11.0,eng ENG,LW,18-087,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-9061353557171007657
Simon Adingra,24.0,ci CIV,LW,23-255,68,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,False,-9061353557171007657
Brian Brobbey,9.0,nl NED,FW,23-224,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,-9061353557171007657
Chemsdine Talbi,7.0,ma MAR,RW,20-127,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,False,-9061353557171007657
Noah Sadiki,27.0,cd COD,LM,20-270,83,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,2,0,False,-9061353557171007657
Lutsharel Geertruida,6.0,nl NED,LM,25-057,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-9061353557171007657
Granit Xhaka,34.0,ch SUI,CM,32-351,90,2,1,1,1,0,2,2,100.0,0,0,0,0,2,4,8,0,False,-9061353557171007657
Habib Diarra,19.0,sn SEN,RM,21-253,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,False,-9061353557171007657
Reinildo Mandava,17.0,mz MOZ,LB,31-235,90,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,5,0,False,-9061353557171007657
Omar Alderete,15.0,py PAR,CB,28-261,90,2,1,1,1,0,1,2,50.0,1,2,2,0,3,5,3,0,False,-9061353557171007657
Nordi Mukiele,20.0,fr FRA,CB,27-316,90,2,2,1,1,0,0,0,,0,0,0,0,3,5,7,0,False,-9061353557171007657
Trai Hume,32.0,nir NIR,RB,23-179,90,3,2,1,2,0,2,2,100.0,0,2,0,2,1,4,3,0,False,-9061353557171007657
Robin Roefs,22.0,nl NED,GK,22-239,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-9061353557171007657
Evanilson,9.0,br BRA,FW,25-342,89,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,True,-8961116668438859286
Julio Soler,6.0,ar ARG,LW,20-209,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-8961116668438859286
David Brooks,7.0,wls WAL,LW,28-067,66,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,True,-8961116668438859286
Amine Adli,21.0,ma MAR,"AM,RW,LW",25-126,24,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,True,-8961116668438859286
Antoine Semenyo,24.0,gh GHA,"RW,FW",25-249,90,3,3,2,0,1,1,2,50.0,1,3,0,3,0,3,3,0,True,-8961116668438859286
Marcus Tavernier,16.0,eng ENG,"AM,DM",26-175,86,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,1,0,True,-8961116668438859286
Lewis Cook,4.0,eng ENG,"DM,AM",28-222,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-8961116668438859286
Alex Scott,8.0,eng ENG,DM,22-023,66,6,4,2,3,1,3,4,75.0,1,1,0,1,0,6,1,0,True,-8961116668438859286
Justin Kluivert,19.0,nl NED,"LW,DM,AM",26-131,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-8961116668438859286
Tyler Adams,12.0,us USA,DM,26-211,90,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,3,0,True,-8961116668438859286
Adrien Truffert,3.0,fr FRA,LB,23-297,90,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,4,0,True,-8961116668438859286
Marcos Senesi,5.0,ar ARG,CB,28-126,90,3,2,2,1,0,1,1,100.0,0,2,2,0,0,3,7,0,True,-8961116668438859286
Veljko Milosavljević,44.0,rs SRB,CB,18-077,90,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,9,0,True,-8961116668438859286
James Hill,23.0,eng ENG,RB,23-246,86,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,2,0,True,-8961116668438859286
Álex Jiménez,20.0,es ESP,RB,20-128,4,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,True,-8961116668438859286
Đorđe Petrović,1.0,rs SRB,GK,25-340,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,True,-8961116668438859286
Danny Welbeck,18.0,eng ENG,FW,34-291,66,2,1,2,0,0,0,0,,0,0,0,0,0,2,0,0,False,-8961116668438859286
Stefanos Tzimas,9.0,gr GRE,FW,19-250,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-8961116668438859286
Kaoru Mitoma,22.0,jp JPN,LW,28-116,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,False,-8961116668438859286
Yankuba Minteh,11.0,gm GAM,RW,21-053,90,2,2,0,0,2,0,0,,0,1,0,1,0,2,0,0,False,-8961116668438859286
Georginio Rutter,10.0,fr FRA,AM,23-146,66,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,3,0,False,-8961116668438859286
Brajan Gruda,8.0,de GER,AM,21-105,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-8961116668438859286
Jack Hinshelwood,13.0,eng ENG,DM,20-155,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-8961116668438859286
Yasin Ayari,26.0,se SWE,DM,21-342,88,4,4,2,2,0,2,3,66.7,1,0,0,0,1,5,2,0,False,-8961116668438859286
James Milner,20.0,eng ENG,DM,39-252,66,2,2,1,1,0,1,2,50.0,1,2,1,1,1,3,0,0,False,-8961116668438859286
Carlos Baleba,17.0,cm CMR,DM,21-253,24,1,0,1,0,0,0,0,,0,0,0,0,1,2,1,0,False,-8961116668438859286
Maxim De Cuyper,29.0,be BEL,LB,24-265,23,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,False,-8961116668438859286
Ferdi Kadioglu,24.0,tr TUR,LB,25-341,67,2,2,2,0,0,2,3,66.7,1,2,0,2,0,2,8,0,False,-8961116668438859286
Lewis Dunk,5.0,eng ENG,CB,33-296,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,10,0,False,-8961116668438859286
Jan Paul van Hecke,6.0,nl NED,CB,25-097,90,0,0,0,0,0,0,1,0.0,1,4,2,2,0,0,8,0,False,-8961116668438859286
Joël Veltman,34.0,nl NED,RB,33-241,90,4,2,2,2,0,1,1,100.0,0,3,0,3,2,6,4,0,False,-8961116668438859286
Bart Verbruggen,1.0,nl NED,GK,23-026,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-8961116668438859286
Lucas Paquetá,10.0,br BRA,FW,28-017,67,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,True,4784864336714805671
Callum Wilson,9.0,eng ENG,FW,33-198,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,4784864336714805671
Crysencio Summerville,7.0,nl NED,LW,23-318,60,2,1,0,1,1,1,3,33.3,2,0,0,0,0,2,3,0,True,4784864336714805671
Luis Guilherme,17.0,br BRA,LW,19-216,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,4784864336714805671
Jarrod Bowen,20.0,eng ENG,RW,28-267,90,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,3,0,True,4784864336714805671
Mateus Fernandes,18.0,pt POR,AM,21-065,60,2,2,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0,True,4784864336714805671
Soungoutou Magassa,27.0,fr FRA,DM,21-340,30,2,2,2,0,0,1,2,50.0,1,2,1,1,0,2,0,0,True,4784864336714805671
James Ward-Prowse,8.0,eng ENG,DM,30-316,89,0,0,0,0,0,0,2,0.0,2,3,1,2,0,0,1,0,True,4784864336714805671
Andy Irving,39.0,sct SCO,DM,25-123,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,True,4784864336714805671
Tomáš Souček,28.0,cz CZE,DM,30-198,53,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,8,0,True,4784864336714805671
El Hadji Malick Diouf,12.0,sn SEN,LB,20-259,90,3,1,2,1,0,2,2,100.0,0,0,0,0,0,3,5,0,True,4784864336714805671
Max Kilman,3.0,eng ENG,CB,28-113,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,8,0,True,4784864336714805671
Konstantinos Mavropanos,15.0,gr GRE,CB,27-276,90,0,0,0,0,0,0,0,,0,1,1,0,3,3,7,0,True,4784864336714805671
Kyle Walker-Peters,2.0,eng ENG,RB,28-153,90,2,2,1,1,0,1,2,50.0,1,3,0,3,0,2,3,0,True,4784864336714805671
Mads Hermansen,1.0,dk DEN,GK,25-064,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,4784864336714805671
Mathys Tel,11.0,fr FRA,"FW,LW",20-139,78,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,4784864336714805671
Wilson Odobert,28.0,fr FRA,LW,20-289,12,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,False,4784864336714805671
Xavi Simons,7.0,nl NED,LW,22-145,70,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0,False,4784864336714805671
Richarlison,9.0,br BRA,FW,28-126,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,4784864336714805671
Mohammed Kudus,20.0,gh GHA,"RW,AM",25-042,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,4784864336714805671
Lucas Bergvall,15.0,se SWE,LM,19-223,79,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0,False,4784864336714805671
Brennan Johnson,22.0,wls WAL,RW,24-113,11,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,4784864336714805671
João Palhinha,6.0,pt POR,"CM,DM",30-066,90,6,3,1,4,1,4,6,66.7,2,0,0,0,0,6,0,0,False,4784864336714805671
Pape Matar Sarr,29.0,sn SEN,"RM,DM",22-364,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,False,4784864336714805671
Djed Spence,24.0,eng ENG,LB,25-035,70,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,False,4784864336714805671
Destiny Udogie,13.0,it ITA,LB,22-289,20,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,False,4784864336714805671
Micky van de Ven,37.0,nl NED,CB,24-147,79,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,4,0,False,4784864336714805671
Kevin Danso,4.0,at AUT,CB,26-359,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,4784864336714805671
Cristian Romero,17.0,ar ARG,CB,27-139,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0,False,4784864336714805671
Pedro Porro,23.0,es ESP,RB,26-000,90,3,2,1,1,1,3,5,60.0,2,0,0,0,1,4,1,0,False,4784864336714805671
Guglielmo Vicario,1.0,it ITA,GK,28-341,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,4784864336714805671
Kevin Schade,7.0,de GER,FW,23-290,90,3,1,0,3,0,0,0,,0,0,0,0,0,3,0,0,True,3246172040875985529
Thiago,9.0,br BRA,FW,24-079,72,0,0,0,0,0,0,0,,0,3,1,2,0,0,2,0,True,3246172040875985529
Rico Henry,3.0,eng ENG,LB,28-067,18,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,1,True,3246172040875985529
Yehor Yarmoliuk,18.0,ua UKR,CM,21-196,90,2,2,1,1,0,1,1,100.0,0,4,1,3,0,2,2,0,True,3246172040875985529
Jordan Henderson,6.0,eng ENG,CM,35-088,90,3,1,3,0,0,1,1,100.0,0,0,0,0,0,3,3,0,True,3246172040875985529
Mathias Jensen,8.0,dk DEN,CM,29-255,72,3,3,0,2,1,1,3,33.3,2,0,0,0,1,4,3,0,True,3246172040875985529
Dango Ouattara,19.0,bf BFA,FW,23-214,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3246172040875985529
Keane Lewis-Potter,23.0,eng ENG,"LB,CM",24-203,89,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,True,3246172040875985529
Fabio Carvalho,14.0,pt POR,CM,23-014,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3246172040875985529
Ethan Pinnock,5.0,jm JAM,CB,32-107,82,1,0,1,0,0,0,1,0.0,1,2,2,0,2,3,3,0,True,3246172040875985529
Kristoffer Ajer,20.0,no NOR,CB,27-149,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3246172040875985529
Nathan Collins,22.0,ie IRL,CB,24-136,90,1,0,1,0,0,1,2,50.0,1,2,2,0,2,3,6,0,True,3246172040875985529
Sepp van den Berg,4.0,nl NED,CB,23-267,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,6,0,True,3246172040875985529
Michael Kayode,33.0,it ITA,RB,21-065,82,0,0,0,0,0,0,0,,0,2,1,1,1,1,6,0,True,3246172040875985529
Aaron Hickey,2.0,sct SCO,RB,23-095,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,3246172040875985529
Caoimhín Kelleher,1.0,ie IRL,GK,26-294,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,True,3246172040875985529
João Pedro,20.0,br BRA,FW,23-352,78,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,False,3246172040875985529
Alejandro Garnacho,49.0,ar ARG,LW,21-074,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,3246172040875985529
Jamie Gittens,11.0,eng ENG,LW,21-036,55,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,3246172040875985529
Cole Palmer,10.0,eng ENG,AM,23-130,35,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,False,3246172040875985529
Pedro Neto,7.0,pt POR,RW,25-188,90,1,1,0,0,1,1,3,33.3,2,0,0,0,1,2,0,0,False,3246172040875985529
Facundo Buonanotte,40.0,ar ARG,AM,20-264,45,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,False,3246172040875985529
Tyrique George,32.0,eng ENG,"LW,FW,AM",19-221,45,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,False,3246172040875985529
Moisés Caicedo,25.0,ec ECU,DM,23-315,90,4,2,2,1,1,4,5,80.0,1,0,0,0,4,8,1,0,False,3246172040875985529
Enzo Fernández,8.0,ar ARG,DM,24-239,90,4,3,3,0,1,2,5,40.0,3,0,0,0,1,5,2,0,False,3246172040875985529
Jorrel Hato,21.0,nl NED,LB,19-190,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,False,3246172040875985529
Marc Cucurella,3.0,es ESP,LB,27-053,45,2,1,2,0,0,1,4,25.0,3,0,0,0,1,3,2,0,False,3246172040875985529
Trevoh Chalobah,23.0,eng ENG,CB,26-070,90,1,0,0,1,0,1,1,100.0,0,0,0,0,2,3,13,0,False,3246172040875985529
Tosin Adarabioyo,4.0,eng ENG,CB,27-354,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,7,0,False,3246172040875985529
Wesley Fofana,29.0,fr FRA,RB,24-270,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,False,3246172040875985529
Reece James,24.0,eng ENG,RB,25-279,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,False,3246172040875985529
Robert Sánchez,1.0,es ESP,GK,27-299,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,False,3246172040875985529
Lyle Foster,9.0,za RSA,FW,25-011,85,2,2,2,0,0,0,1,0.0,1,0,0,0,0,2,4,0,True,-4076270161851721011
Joe Worrall,4.0,eng ENG,"CB,FW",28-247,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-4076270161851721011
Jaidon Anthony,11.0,eng ENG,"LM,RM",25-287,88,2,1,0,2,0,2,3,66.7,1,1,1,0,1,3,1,0,True,-4076270161851721011
Armando Broja,27.0,al ALB,"FW,RM",24-004,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,-4076270161851721011
Lesley Ugochukwu,8.0,fr FRA,CM,21-172,83,3,2,1,0,2,0,2,0.0,2,2,1,1,1,4,2,0,True,-4076270161851721011
Josh Cullen,24.0,ie IRL,CM,29-160,62,1,1,0,1,0,0,0,,0,3,2,1,2,3,2,0,True,-4076270161851721011
Florentino Luís,16.0,pt POR,CM,26-026,28,3,1,3,0,0,3,4,75.0,1,2,1,1,1,4,0,0,True,-4076270161851721011
Loum Tchaouna,17.0,fr FRA,RM,22-006,62,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,True,-4076270161851721011
Hannibal Mejbri,28.0,tn TUN,"RM,LM,CM",22-236,28,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0,True,-4076270161851721011
Quilindschy Hartman,3.0,nl NED,LB,23-304,90,2,2,1,1,0,2,2,100.0,0,0,0,0,6,8,9,0,True,-4076270161851721011
Maxime Estève,5.0,fr FRA,CB,23-111,90,0,0,0,0,0,0,1,0.0,1,3,3,0,1,1,12,0,True,-4076270161851721011
Hjalmar Ekdal,18.0,se SWE,CB,26-328,90,1,1,1,0,0,0,0,,0,3,3,0,1,2,7,0,True,-4076270161851721011
Josh Laurent,29.0,eng ENG,"CB,CM",30-131,90,0,0,0,0,0,0,4,0.0,4,1,1,0,3,3,1,0,True,-4076270161851721011
Kyle Walker,2.0,eng ENG,RB,35-109,90,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,3,0,True,-4076270161851721011
Martin Dúbravka,1.0,sk SVK,GK,36-242,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-4076270161851721011
Hugo Ekitike,22.0,fr FRA,FW,23-086,71,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,-4076270161851721011
Federico Chiesa,14.0,it ITA,FW,27-324,19,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,-4076270161851721011
Cody Gakpo,18.0,nl NED,"LW,LM,CM",26-130,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,-4076270161851721011
Mohamed Salah,11.0,eg EGY,"RM,RW",33-091,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,-4076270161851721011
Florian Wirtz,7.0,de GER,"AM,CM",22-134,86,1,0,0,0,1,0,1,0.0,1,2,0,2,1,2,0,0,False,-4076270161851721011
Rio Ngumoha,73.0,eng ENG,LM,17-016,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-4076270161851721011
Alexis Mac Allister,10.0,ar ARG,DM,26-264,45,1,1,0,0,1,0,0,,0,2,0,2,0,1,0,0,False,-4076270161851721011
Conor Bradley,12.0,nir NIR,"RB,CB",22-067,45,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,False,-4076270161851721011
Ryan Gravenberch,38.0,nl NED,DM,23-121,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0,False,-4076270161851721011
Milos Kerkez,6.0,hu HUN,LB,21-311,37,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-4076270161851721011
Andrew Robertson,26.0,sct SCO,LB,31-187,53,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-4076270161851721011
Virgil van Dijk,4.0,nl NED,CB,34-068,90,1,1,1,0,0,0,0,,0,0,0,0,1,2,4,0,False,-4076270161851721011
Ibrahima Konaté,5.0,fr FRA,CB,26-112,86,4,3,3,0,1,3,3,100.0,0,1,0,1,2,6,2,0,False,-4076270161851721011
Jeremie Frimpong,30.0,nl NED,RB,24-278,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-4076270161851721011
Dominik Szoboszlai,8.0,hu HUN,"CM,RB",24-324,90,1,0,1,0,0,1,2,50.0,1,0,0,0,2,3,2,0,False,-4076270161851721011
Alisson,1.0,br BRA,GK,32-347,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-4076270161851721011
Erling Haaland,9.0,no NOR,FW,25-055,86,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,True,-6904356756696211430
Oscar Bobb,52.0,no NOR,"RM,FW",22-064,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,-6904356756696211430
Jeremy Doku,11.0,be BEL,LM,23-110,76,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,True,-6904356756696211430
Sávio,26.0,br BRA,LM,21-157,14,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,True,-6904356756696211430
Phil Foden,47.0,eng ENG,"CM,FW",25-109,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,True,-6904356756696211430
Tijjani Reijnders,4.0,nl NED,CM,27-047,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,3,0,True,-6904356756696211430
Bernardo Silva,20.0,pt POR,RM,31-035,87,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0,True,-6904356756696211430
Nathan Aké,6.0,nl NED,CB,30-208,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-6904356756696211430
Rodri,16.0,es ESP,DM,29-084,75,2,0,1,0,1,1,1,100.0,0,0,0,0,1,3,0,0,True,-6904356756696211430
Nicolás González,14.0,es ESP,"DM,CM",23-254,15,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,3,0,True,-6904356756696211430
Nico O’Reilly,33.0,eng ENG,LB,20-177,90,5,3,3,2,0,3,5,60.0,2,4,1,3,1,6,2,0,True,-6904356756696211430
Joško Gvardiol,24.0,hr CRO,CB,23-234,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,True,-6904356756696211430
Rúben Dias,3.0,pt POR,CB,28-123,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,7,0,True,-6904356756696211430
Abdukodir Khusanov,45.0,uz UZB,RB,21-197,90,2,1,1,0,1,1,2,50.0,1,0,0,0,4,6,7,0,True,-6904356756696211430
Gianluigi Donnarumma,25.0,it ITA,GK,26-201,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,-6904356756696211430
Benjamin Šeško,30.0,si SVN,FW,22-106,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,-6904356756696211430
Casemiro,18.0,br BRA,CM,33-203,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,-6904356756696211430
Amad Diallo,16.0,ci CIV,"AM,WB",23-065,90,2,1,0,2,0,0,0,,0,1,0,1,1,3,0,0,False,-6904356756696211430
Bryan Mbeumo,19.0,cm CMR,AM,26-038,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,False,-6904356756696211430
Bruno Fernandes,8.0,pt POR,"CM,AM",31-006,90,3,3,1,2,0,2,3,66.7,1,1,0,1,0,3,0,0,False,-6904356756696211430
Manuel Ugarte,25.0,uy URU,CM,24-156,79,3,1,1,1,1,2,3,66.7,1,2,0,2,2,5,1,0,False,-6904356756696211430
